id,country,iso_code,year,total,coal,oil,gas,cement,flaring,other,per_capita
17403,Estonia,EST,2016,17.559353,12.752646,3.503724,1.051739,0.185181,3.6e-05,0.066026,13.343724
17404,Estonia,EST,2017,18.762487,13.87706,3.571821,0.922599,0.306764,3.2e-05,0.084211,14.240447
17405,Estonia,EST,2018,17.935074,13.06273,3.503322,0.986677,0.297762,3.4e-05,0.084549,13.565103
17406,Estonia,EST,2019,12.38019,7.775731,3.315348,0.914391,0.295485,3.2e-05,0.079203,9.329183
17407,Estonia,EST,2020,9.34301,5.335555,3.111814,0.809566,0.020121,2.8e-05,0.065924,7.027757
17408,Estonia,EST,2021,10.449021,6.221633,3.226733,0.914581,0.020121,2.8e-05,0.065924,7.864087
18738,Finland,FIN,1991,55.18876,21.38824,26.808258,5.38357,0.568881,0.103462,0.93635,11.007253
18739,Finland,FIN,1992,54.265059,20.677522,26.654063,5.574695,0.473455,0.109842,0.77548,10.762348
18740,Finland,FIN,1993,56.313366,23.400686,25.604295,5.821841,0.361323,0.156894,0.968327,11.114615
18741,Finland,FIN,1994,61.732669,27.593213,26.406872,6.295258,0.363592,0.06643,1.007304,12.131825
18742,Finland,FIN,1995,58.115518,24.657018,25.591172,6.509337,0.377933,0.074597,0.90546,11.37748
18743,Finland,FIN,1996,64.033059,29.756941,26.030928,6.789215,0.381418,0.064758,1.0098,12.494943
18744,Finland,FIN,1997,62.696172,28.497131,26.015385,6.646342,0.449988,0.103224,0.984101,12.197834
18745,Finland,FIN,1998,59.351464,23.71752,26.57104,7.591387,0.447847,0.063936,0.959735,11.516631
18746,Finland,FIN,1999,58.866897,23.035742,26.72216,7.571017,0.478644,0.05515,1.004184,11.396186
18747,Finland,FIN,2000,57.009923,21.985056,25.820298,7.715635,0.504844,0.058479,0.925612,11.013837
18748,Finland,FIN,2001,62.513736,26.124685,26.442807,8.389881,0.503631,0.052955,0.999777,12.049675
18749,Finland,FIN,2002,65.04097,28.3046,26.804666,8.339674,0.484866,0.061502,1.045662,12.506445
18750,Finland,FIN,2003,72.654324,35.015387,26.923379,9.230054,0.466621,0.056022,0.962862,13.937172
18751,Finland,FIN,2004,68.939111,31.638443,26.911409,8.868951,0.528846,0.055037,0.936424,13.186161
18752,Finland,FIN,2005,57.047316,21.033608,26.355567,8.121729,0.542212,0.070422,0.923778,10.874294
18753,Finland,FIN,2006,68.37069,31.583569,26.451024,8.687111,0.573898,0.058224,1.016864,12.982801
18754,Finland,FIN,2007,66.759835,30.347012,26.644071,8.117507,0.605468,0.08091,0.964868,12.623135
18755,Finland,FIN,2008,58.620999,23.673561,24.939108,8.359042,0.619774,0.097135,0.932379,11.032776
18756,Finland,FIN,2009,55.905073,22.893733,24.190767,7.498413,0.38528,0.074715,0.862164,10.471438
18757,Finland,FIN,2010,64.080758,29.140657,25.126744,8.272525,0.525706,0.096411,0.918716,11.948074
18758,Finland,FIN,2011,56.637171,24.079079,23.761772,7.252456,0.557828,0.087792,0.898243,10.511401
18759,Finland,FIN,2012,51.145686,19.592491,23.668124,6.461504,0.497163,0.101813,0.824592,9.447177
18760,Finland,FIN,2013,51.703752,21.358095,22.836903,6.063857,0.481772,0.079154,0.883971,9.506337
18761,Finland,FIN,2014,47.595831,19.324992,21.54024,5.392475,0.468797,0.08373,0.785597,8.714887
18762,Finland,FIN,2015,44.099095,16.840545,21.280789,4.723437,0.462146,0.108521,0.683658,8.048072
18763,Finland,FIN,2016,47.181861,18.658283,22.862838,4.207125,0.553242,0.104111,0.796262,8.585984
18764,Finland,FIN,2017,44.577796,17.087034,22.126732,3.88629,0.603658,0.146588,0.727494,8.093076
18765,Finland,FIN,2018,45.796461,17.922401,22.100755,4.411671,0.601681,0.090786,0.669166,8.303288
18766,Finland,FIN,2019,42.381841,15.255686,21.581214,4.310229,0.583481,0.065145,0.586086,7.675732
18767,Finland,FIN,2020,37.595927,11.871713,20.139138,4.361261,0.569667,0.07634,0.577809,6.799194
18768,Finland,FIN,2021,37.602328,12.291231,19.82569,4.26656,0.569667,0.07576,0.57342,6.792338
19282,France,FRA,1991,418.367114,85.819388,246.15814,66.833857,10.247398,4.405189,4.903141,7.385745
19283,France,FRA,1992,406.64833,77.786511,242.982164,67.847507,9.208047,4.403141,4.42096,7.151238
19284,France,FRA,1993,388.080145,62.979498,239.877324,68.075975,8.454319,4.20198,4.49105,6.802012
19285,France,FRA,1994,381.908894,61.697732,234.707759,67.666057,8.626637,4.462943,4.747767,6.673221
19286,France,FRA,1995,386.261878,62.839667,236.857191,68.821155,8.484753,4.344043,4.915068,6.726916
19287,France,FRA,1996,401.373092,65.205001,242.578672,75.976559,8.290355,4.513779,4.808726,6.96548
19288,France,FRA,1997,393.94516,61.184029,240.083975,75.237471,7.964671,4.458723,5.01629,6.811022
19289,France,FRA,1998,413.634368,71.180306,247.420935,77.063346,8.529548,4.376759,5.063475,7.121762
19290,France,FRA,1999,412.183132,66.275097,247.828575,80.854972,8.229143,4.06967,4.925675,7.063711
19291,France,FRA,2000,406.828906,65.574517,239.492827,84.321034,8.392547,4.211911,4.836071,6.934727
19292,France,FRA,2001,411.613943,56.039931,249.737546,88.530828,8.480744,4.174089,4.650806,6.974761
19293,France,FRA,2002,407.790504,58.50608,244.198443,88.012542,8.464964,3.929538,4.678935,6.868307
19294,France,FRA,2003,412.534615,59.12547,244.834575,91.651093,8.379289,3.891142,4.653045,6.906858
19295,France,FRA,2004,413.779944,58.172907,244.831604,93.223768,8.869265,3.917479,4.764921,6.883891
19296,France,FRA,2005,416.165831,62.003628,241.881232,94.932763,8.905855,3.92014,4.522213,6.877628
19297,France,FRA,2006,406.462363,59.448733,236.758059,92.326064,9.094903,4.218751,4.615853,6.672161
19298,France,FRA,2007,396.660526,61.345367,227.717663,89.253092,9.251525,4.514828,4.578051,6.467708
19299,France,FRA,2008,390.777557,56.163627,224.45137,92.28046,8.661312,4.790286,4.430502,6.331354
19300,France,FRA,2009,371.045218,45.185605,219.270719,90.711959,7.47417,4.506531,3.896234,5.975608
19301,France,FRA,2010,376.645427,49.08537,215.705567,96.035487,7.675915,4.108102,4.034987,6.031677
19302,France,FRA,2011,354.602482,41.969869,208.866801,87.791113,7.836089,3.877632,4.260978,5.648761
19303,France,FRA,2012,356.912578,46.66766,204.8763,90.609028,7.29191,3.307063,4.160618,5.658864
19304,France,FRA,2013,358.623337,49.416611,203.431456,91.302161,7.099684,3.05069,4.322735,5.662309
19305,France,FRA,2014,327.107281,39.271215,197.494522,76.368623,6.766749,2.957698,4.248473,5.144127
19306,France,FRA,2015,331.579994,37.740819,199.148404,81.391098,6.408841,2.857876,4.032957,5.196383
19307,France,FRA,2016,334.43978,35.794215,196.489679,89.032655,6.438147,2.868307,3.816777,5.226494
19308,France,FRA,2017,337.457549,39.789541,195.653951,89.137376,6.291276,2.816149,3.769256,5.26093
19309,France,FRA,2018,322.526821,34.96638,189.343208,84.769711,6.495119,2.905288,4.047116,5.017701
19310,France,FRA,2019,316.386776,29.29436,187.698122,86.356429,6.588367,2.504862,3.944637,4.912857
19311,France,FRA,2020,280.031523,23.826985,164.451417,80.040967,5.994268,2.130951,3.586935,4.342917
19312,France,FRA,2021,305.96371,28.877789,179.745984,85.58048,5.994268,2.14858,3.616609,4.741312
21458,Germany,DEU,1991,1013.824095,504.058363,352.174663,130.161891,13.741151,3.619014,10.069013,12.704246
21459,Germany,DEU,1992,965.541817,454.324533,353.960905,129.383593,14.444,3.539761,9.889026,12.03842
21460,Germany,DEU,1993,955.819934,430.790061,360.998807,136.302146,14.531254,3.317362,9.880304,11.86271
21461,Germany,DEU,1994,939.492314,418.19707,350.052061,142.162168,15.340627,3.219887,10.520501,11.615574
21462,Germany,DEU,1995,938.613565,406.059831,350.352795,152.984341,15.562397,3.059623,10.594579,11.570215
21463,Germany,DEU,1996,958.700377,400.626928,360.038099,169.970819,14.811078,3.212688,10.040766,11.792007
21464,Germany,DEU,1997,930.870087,386.878583,352.402027,162.892045,15.274969,3.238729,10.183734,11.430683
21465,Germany,DEU,1998,922.812222,377.494523,351.197603,165.392745,15.544564,3.16761,10.015177,11.319463
21466,Germany,DEU,1999,895.352121,360.066312,340.727569,165.641747,15.771092,3.1125,10.032901,10.978242
21467,Germany,DEU,2000,899.351824,373.473132,331.125243,166.433444,15.252878,2.991838,10.07529,11.027999
21468,Germany,DEU,2001,916.144477,376.533195,339.732989,173.813082,13.504016,2.968838,9.592357,11.239028
21469,Germany,DEU,2002,899.449765,375.799127,325.00172,173.623112,12.822649,2.965213,9.237945,11.04386
21470,Germany,DEU,2003,900.627666,379.536724,320.45557,174.872568,13.507148,3.002408,9.253248,11.071456
21471,Germany,DEU,2004,886.637162,375.990449,311.160949,173.357043,14.068338,2.927693,9.132691,10.910219
21472,Germany,DEU,2005,866.30277,363.239675,304.818223,173.429605,13.049804,2.953296,8.812165,10.667155
21473,Germany,DEU,2006,877.938802,369.596095,304.553748,178.395732,13.340261,3.068642,8.984325,10.815009
21474,Germany,DEU,2007,851.222968,379.386987,270.76992,174.440529,14.449074,2.988342,9.188116,10.485129
21475,Germany,DEU,2008,854.508174,356.220854,292.852668,179.833964,13.578516,2.944403,9.07777,10.521235
21476,Germany,DEU,2009,789.89998,317.904574,281.751205,167.411633,12.559007,2.574876,7.698685,9.720576
21477,Germany,DEU,2010,832.540983,343.363951,281.83344,184.003635,12.431492,2.581308,8.327157,10.237197
21478,Germany,DEU,2011,808.911525,344.697883,271.122024,168.410508,13.393265,2.672588,8.615257,9.934635
21479,Germany,DEU,2012,813.693048,349.803212,271.558844,168.062225,13.288641,2.657051,8.323075,9.978385
21480,Germany,DEU,2013,831.207653,356.889616,280.001778,170.536123,12.502979,2.688788,8.588369,10.176318
21481,Germany,DEU,2014,792.255427,344.850129,270.940421,152.270963,12.904592,2.478249,8.811073,9.678314
21482,Germany,DEU,2015,795.55657,341.018336,273.407683,157.455432,12.625554,2.373714,8.675851,9.693253
21483,Germany,DEU,2016,800.339834,329.445089,277.783622,169.467961,12.662714,2.343803,8.636644,9.720952
21484,Germany,DEU,2017,785.616471,310.763015,279.180926,171.412164,13.408148,2.266922,8.585296,9.50829
21485,Germany,DEU,2018,754.408432,295.67355,265.224228,169.548548,13.227901,2.007493,8.726712,9.100585
21486,Germany,DEU,2019,707.149948,240.086494,270.910415,172.478938,13.28664,2.028361,8.3591,8.504699
21487,Germany,DEU,2020,639.381013,197.357678,251.383941,167.628086,13.357491,1.814935,7.838883,7.672972
21488,Germany,DEU,2021,674.753566,230.221049,248.200624,173.484052,13.233969,1.807425,7.806447,8.089741
22002,Greece,GRC,1991,83.407498,38.403521,37.431532,0.832723,5.715767,0.043157,0.980799,8.026476
22003,Greece,GRC,1992,84.975654,40.495057,37.255019,0.413329,5.861138,0.036297,0.914815,8.109611
22004,Greece,GRC,1993,84.284958,40.163877,37.043284,0.318099,5.875028,0.029467,0.855204,7.97893
22005,Greece,GRC,1994,86.430258,42.133524,37.367894,0.200349,5.916409,0.025773,0.78631,8.117487
22006,Greece,GRC,1995,86.963204,40.427144,39.133523,0.193883,6.356392,0.022554,0.829708,8.106245
22007,Greece,GRC,1996,89.114955,39.230055,42.475537,0.207611,6.374251,0.024955,0.802545,8.248478
22008,Greece,GRC,1997,93.801558,42.628769,43.466476,0.42803,6.407695,0.022653,0.847935,8.625214
22009,Greece,GRC,1998,98.621793,44.556203,45.109689,1.645493,6.383235,0.015608,0.911564,9.015222
22010,Greece,GRC,1999,97.934815,43.083834,44.716435,2.848433,6.366364,0.000847,0.918902,8.908136
22011,Greece,GRC,2000,102.973167,45.851395,45.632758,3.982331,6.536763,0.013966,0.955953,9.328877
22012,Greece,GRC,2001,105.361862,47.019609,46.859866,3.922968,6.565919,0.009829,0.983671,9.515908
22013,Greece,GRC,2002,105.00051,45.544278,47.893894,4.240238,6.313267,0.009631,0.999202,9.462389
22014,Greece,GRC,2003,109.066728,45.615895,51.337949,4.756901,6.368129,0.007026,0.980828,9.816557
22015,Greece,GRC,2004,109.485277,47.093906,49.782866,5.244634,6.363901,0.006847,0.993123,9.850147
22016,Greece,GRC,2005,113.888965,46.604027,53.967699,5.384885,6.791115,0.005591,1.135648,10.247852
22017,Greece,GRC,2006,112.419545,42.793817,55.700471,6.283828,6.599218,0.005621,1.036589,10.122331
22018,Greece,GRC,2007,114.545692,45.192546,54.068922,7.80808,6.406631,0.004575,1.064938,10.327347
22019,Greece,GRC,2008,111.080374,43.285276,52.724511,8.109119,6.053533,0.003551,0.904383,10.031078
22020,Greece,GRC,2009,104.319843,42.242941,50.12785,6.623295,4.581723,0.004435,0.739599,9.436017
22021,Greece,GRC,2010,97.35415,41.259858,44.001639,7.166043,4.208597,0.005968,0.712046,8.823279
22022,Greece,GRC,2011,94.505232,42.079615,40.500829,8.810981,2.430426,0.005241,0.67814,8.587696
22023,Greece,GRC,2012,91.392589,43.256951,36.298463,8.094044,3.099303,0.004955,0.638873,8.335975
22024,Greece,GRC,2013,81.71326,37.290713,32.912506,7.335771,3.638957,0.004072,0.531241,7.486667
22025,Greece,GRC,2014,78.639618,35.227168,33.490286,5.55904,3.821925,0.003746,0.537453,7.239238
22026,Greece,GRC,2015,74.927631,29.948851,34.983654,6.034755,3.467281,0.003639,0.489452,6.93348
22027,Greece,GRC,2016,71.364164,23.593526,35.577483,7.912128,3.772241,0.009366,0.49942,6.638686
22028,Greece,GRC,2017,74.84505,26.019318,35.035226,9.53608,3.68521,0.007707,0.561509,6.999949
22029,Greece,GRC,2018,71.78199,24.851033,33.840597,9.071745,3.419473,0.010971,0.58817,6.750697
22030,Greece,GRC,2019,65.756232,17.874125,33.943412,9.998173,3.360215,0.009042,0.571265,6.218657
22031,Greece,GRC,2020,55.610277,10.129119,31.071229,11.042299,2.977784,0.005171,0.384674,5.290054
22032,Greece,GRC,2021,56.309279,9.775375,31.013853,12.152421,2.977784,0.005171,0.384674,5.390839
24994,Hungary,HUN,1991,69.656248,25.086489,21.556356,20.459526,1.101696,0.45986,0.992322,6.714019
24995,Hungary,HUN,1992,62.084832,20.644084,21.704929,17.576422,0.858784,0.440385,0.860227,5.986931
24996,Hungary,HUN,1993,63.389271,20.555289,21.464431,19.110369,1.021768,0.397373,0.840041,6.120179
24997,Hungary,HUN,1994,61.786556,18.683496,21.156619,19.412323,1.180858,0.487233,0.866027,5.974083
24998,Hungary,HUN,1995,61.391314,18.389328,19.759136,20.91053,1.18584,0.264485,0.881995,5.944641
24999,Hungary,HUN,1996,63.024782,18.874845,18.459569,23.528654,1.110503,0.258735,0.792477,6.114004
25000,Hungary,HUN,1997,61.623559,18.317739,18.684736,22.435569,1.173869,0.21126,0.800385,5.990885
25001,Hungary,HUN,1998,61.163666,17.1825,19.296673,22.464834,1.221699,0.186412,0.811548,5.960809
25002,Hungary,HUN,1999,61.663743,17.561258,19.154319,22.75946,1.22444,0.167104,0.797162,6.027586
25003,Hungary,HUN,2000,58.365151,16.473463,17.46133,22.205794,1.353058,0.189145,0.682362,5.720921
25004,Hungary,HUN,2001,59.968212,15.899623,17.238381,24.647062,1.356593,0.144213,0.68234,5.891971
25005,Hungary,HUN,2002,59.004707,15.628517,16.294215,24.844401,1.425783,0.140346,0.671444,5.814188
25006,Hungary,HUN,2003,61.756177,16.162075,16.056342,27.226688,1.411835,0.146355,0.752882,6.103558
25007,Hungary,HUN,2004,60.129554,15.477004,15.601687,26.815476,1.289299,0.118164,0.827922,5.956669
25008,Hungary,HUN,2005,60.276272,13.598124,16.402897,28.024506,1.19894,0.112839,0.938966,5.983633
25009,Hungary,HUN,2006,59.633211,13.617368,17.164585,26.511687,1.295854,0.117012,0.926705,5.929486
25010,Hungary,HUN,2007,58.553668,13.571612,17.531041,25.106068,1.328096,0.104364,0.912488,5.831358
25011,Hungary,HUN,2008,57.248107,13.063768,17.23902,24.616784,1.260648,0.179944,0.887944,5.711383
25012,Hungary,HUN,2009,51.464055,11.189071,17.164587,21.363976,0.972707,0.179871,0.593843,5.141994
25013,Hungary,HUN,2010,52.068732,11.672042,15.972002,22.917573,0.735351,0.188373,0.583391,5.213742
25014,Hungary,HUN,2011,50.191329,11.954756,15.028675,21.87541,0.56362,0.186943,0.581925,5.04271
25015,Hungary,HUN,2012,46.757481,11.455735,14.344696,19.571815,0.678421,0.150129,0.556684,4.712445
25016,Hungary,HUN,2013,43.611553,10.165985,13.846875,18.384958,0.515881,0.150523,0.547332,4.407594
25017,Hungary,HUN,2014,43.729844,10.184977,15.190656,17.120246,0.56571,0.128992,0.539262,4.431524
25018,Hungary,HUN,2015,46.65347,10.517019,16.531408,18.229804,0.675693,0.131876,0.567669,4.739161
25019,Hungary,HUN,2016,47.113086,9.769268,16.572281,19.36532,0.705228,0.136681,0.564309,4.80006
25020,Hungary,HUN,2017,49.515229,10.047647,17.472752,20.486028,0.783129,0.142545,0.583128,5.058282
25021,Hungary,HUN,2018,49.463319,9.446999,18.559711,19.846076,0.881792,0.147206,0.581535,5.059483
25022,Hungary,HUN,2019,49.234646,8.18614,19.363543,19.969006,1.022863,0.14945,0.543644,5.038444
25023,Hungary,HUN,2020,47.284497,7.440498,17.372881,20.895433,0.928787,0.162081,0.484817,4.849407
25024,Hungary,HUN,2021,48.454619,6.391263,18.375345,22.112327,0.928787,0.162081,0.484817,4.990287
25266,Iceland,ISL,1991,2.096309,0.245148,1.732235,0.000163,0.04798,0.06995,0.000833,8.125511
25267,Iceland,ISL,1992,2.242604,0.242904,1.885768,0.000146,0.045099,0.067617,0.00107,8.583735
25268,Iceland,ISL,1993,2.393481,0.297981,1.969887,0.000141,0.039052,0.085377,0.001042,9.068553
25269,Iceland,ISL,1994,2.342135,0.292943,1.941531,0.000178,0.036538,0.070121,0.000823,8.797609
25270,Iceland,ISL,1995,2.459567,0.296014,2.04326,0.000215,0.036836,0.082236,0.001006,9.188427
25271,Iceland,ISL,1996,2.513641,0.281272,2.108797,0.000202,0.040817,0.081268,0.001285,9.339634
25272,Iceland,ISL,1997,2.60959,0.319935,2.175379,0.000211,0.045472,0.066852,0.001741,9.61685
25273,Iceland,ISL,1998,2.628704,0.284473,2.205942,0.000212,0.053181,0.083719,0.001178,9.583842
25274,Iceland,ISL,1999,2.831173,0.35806,2.300187,0.000223,0.060394,0.111275,0.001033,10.197794
25275,Iceland,ISL,2000,2.923141,0.465699,2.238586,0.000215,0.064442,0.153146,0.001052,10.38556
25276,Iceland,ISL,2001,2.855336,0.502106,2.150528,0.00025,0.057689,0.14377,0.000993,10.010365
25277,Iceland,ISL,2002,2.982484,0.51288,2.282585,0.000236,0.038268,0.147412,0.001102,10.363116
25278,Iceland,ISL,2003,2.976171,0.510264,2.293774,0.00025,0.032113,0.136344,0.003427,10.269706
25279,Iceland,ISL,2004,3.100137,0.525751,2.39558,0.000221,0.049791,0.122901,0.005893,10.603797
25280,Iceland,ISL,2005,2.968443,0.484469,2.306615,8.3e-05,0.053949,0.118159,0.005168,9.993781
25281,Iceland,ISL,2006,3.144668,0.515156,2.43703,9.1e-05,0.061048,0.127426,0.003916,10.34192
25282,Iceland,ISL,2007,3.483689,0.596389,2.674027,0.000149,0.063172,0.147373,0.002579,11.170932
25283,Iceland,ISL,2008,3.801137,0.639214,2.909434,0.000159,0.060828,0.18594,0.005562,11.963984
25284,Iceland,ISL,2009,3.719715,0.621769,2.8957,0.000164,0.028097,0.170111,0.003873,11.667863
25285,Iceland,ISL,2010,3.616621,0.626117,2.788367,0.000133,0.009924,0.189644,0.002437,11.361126
25286,Iceland,ISL,2011,3.494164,0.639488,2.652413,0.000161,0.019647,0.179512,0.002943,10.943442
25287,Iceland,ISL,2012,3.49087,0.658973,2.655749,4.1e-05,0,0.17205,0.004056,10.875697
25288,Iceland,ISL,2013,3.48008,0.661003,2.64249,6.2e-05,0,0.173138,0.003387,10.740192
25289,Iceland,ISL,2014,3.436352,0.625165,2.625463,0.000148,0,0.182954,0.002622,10.488067
25290,Iceland,ISL,2015,3.533853,0.661181,2.705333,0.000182,0,0.163135,0.004022,10.674359
25291,Iceland,ISL,2016,3.485184,0.660089,2.67244,8e-05,0,0.148961,0.003613,10.382613
25292,Iceland,ISL,2017,3.60162,0.693221,2.758626,4.8e-05,0,0.146479,0.003247,10.481037
25293,Iceland,ISL,2018,3.658953,0.715029,2.783351,3.2e-05,0,0.156462,0.00408,10.366893
25294,Iceland,ISL,2019,3.546263,0.684012,2.692315,0.000227,0,0.163106,0.006603,9.829598
25295,Iceland,ISL,2020,3.328876,0.667573,2.480043,0.0002,0,0.174873,0.006187,9.078694
26354,Ireland,IRL,1991,33.674307,14.367054,13.45306,4.546653,0.782,6e-06,0.525535,9.60804
26355,Ireland,IRL,1992,33.495315,13.765116,14.025055,4.516569,0.753,6e-06,0.435569,9.493149
26356,Ireland,IRL,1993,33.716364,13.195587,13.99164,5.220705,0.729,7e-06,0.579426,9.509086
26357,Ireland,IRL,1994,34.838447,12.556833,15.778462,5.151802,0.859,7e-06,0.492344,9.787736
26358,Ireland,IRL,1995,35.852987,12.668263,16.078457,5.527482,0.879,8e-06,0.699776,10.01625
26359,Ireland,IRL,1996,37.46927,13.073998,16.534516,6.178322,0.983,1.3e-05,0.699421,10.388715
26360,Ireland,IRL,1997,38.804985,12.210017,18.194857,6.591682,1.145,1.8e-05,0.663412,10.660271
26361,Ireland,IRL,1998,40.708971,11.892729,20.50167,6.720842,1.059,2.4e-05,0.534707,11.066229
26362,Ireland,IRL,1999,42.440183,10.289113,23.186119,7.189719,1.166,0.038295,0.570937,11.408921
26363,Ireland,IRL,2000,45.249116,11.107352,23.657578,8.208982,1.700904,3.7e-05,0.574263,12.005762
26364,Ireland,IRL,2001,47.607612,11.65916,24.844206,8.601435,1.85119,0.056092,0.59553,12.433374
26365,Ireland,IRL,2002,46.081589,11.31475,23.796955,8.63256,1.859797,4.4e-05,0.477482,11.833214
26366,Ireland,IRL,2003,45.684109,10.842907,23.272473,8.839606,2.126951,4.5e-05,0.602127,11.540165
26367,Ireland,IRL,2004,46.166785,10.206544,24.456139,8.756195,2.295081,4.8e-05,0.452777,11.450226
26368,Ireland,IRL,2005,48.156597,11.16026,25.776718,8.400047,2.357055,4.3e-05,0.462474,11.685046
26369,Ireland,IRL,2006,47.604659,10.020683,25.361371,9.428956,2.347851,5e-05,0.445749,11.241284
26370,Ireland,IRL,2007,47.664334,9.670674,24.828674,10.207724,2.374056,6.1e-05,0.583145,10.932603
26371,Ireland,IRL,2008,47.363258,9.643891,24.384115,10.771399,2.106733,6.2e-05,0.457058,10.637711
26372,Ireland,IRL,2009,42.179308,8.604719,21.400239,10.38164,1.326776,6.5e-05,0.465869,9.373613
26373,Ireland,IRL,2010,41.793616,8.426884,20.274457,11.365219,1.105109,7.3e-05,0.621873,9.237005
26374,Ireland,IRL,2011,38.056383,8.310956,18.367395,9.85002,0.966273,6.2e-05,0.561676,8.374161
26375,Ireland,IRL,2012,38.227157,9.62159,17.460983,9.523164,1.177022,5.5e-05,0.444342,8.374792
26376,Ireland,IRL,2013,37.28175,8.738544,17.659054,9.066713,1.111746,5.2e-05,0.705641,8.124453
26377,Ireland,IRL,2014,36.853014,8.647303,17.368282,8.795856,1.461122,4.5e-05,0.580406,7.973103
26378,Ireland,IRL,2015,38.71804,9.351334,18.246563,8.888227,1.652014,0.000405,0.579496,8.298335
26379,Ireland,IRL,2016,40.369543,9.205271,18.850458,9.910448,1.793524,0.001367,0.608474,8.560508
26380,Ireland,IRL,2017,39.078033,7.869732,18.679321,10.151617,1.839605,0.00476,0.532997,8.189277
26381,Ireland,IRL,2018,39.012368,6.35416,19.503747,10.59865,1.916043,0.000205,0.639563,8.069565
26382,Ireland,IRL,2019,37.325663,4.543313,19.544584,10.83591,1.892599,0.000286,0.508972,7.623676
26383,Ireland,IRL,2020,35.153202,3.757762,18.136652,10.951807,1.76964,0.000334,0.537006,7.107229
26384,Ireland,IRL,2021,37.540329,6.292886,18.438844,10.501618,1.76964,0.000334,0.537006,7.528353
27170,Italy,ITA,1991,439.094125,65.966185,253.652806,94.754985,15.692164,3.979914,5.048071,7.73128
27171,Italy,ITA,1992,439.31532,58.065032,261.298548,94.458123,16.427096,3.956085,5.110436,7.729909
27172,Italy,ITA,1993,431.604813,52.079079,259.335623,96.872426,14.065229,4.179991,5.072465,7.589396
27173,Italy,ITA,1994,425.796827,54.772146,255.511608,92.793643,13.791223,4.070158,4.85805,7.485377
27174,Italy,ITA,1995,449.826113,58.416932,264.198953,102.912719,15.310154,4.002398,4.984957,7.907623
27175,Italy,ITA,1996,444.029375,53.524423,261.839699,106.189937,13.987543,3.850362,4.63741,7.803821
27176,Italy,ITA,1997,449.754151,54.146179,262.769226,109.923345,14.232612,4.012577,4.670212,7.900708
27177,Italy,ITA,1998,461.945962,54.867122,265.486614,118.554695,14.538381,3.886827,4.612322,8.113035
27178,Italy,ITA,1999,466.424936,53.939637,260.378249,129.051474,15.277308,3.108679,4.66959,8.190787
27179,Italy,ITA,2000,470.487187,56.032194,255.585246,134.813295,15.862119,3.261918,4.932415,8.25903
27180,Italy,ITA,2001,470.568081,59.024471,251.784766,135.107373,16.394484,3.070873,5.186114,8.256306
27181,Italy,ITA,2002,477.998974,60.015667,257.670837,135.864675,16.288779,2.842968,5.316048,8.37015
27182,Italy,ITA,2003,495.96164,65.125831,255.94732,149.02423,16.93841,3.383522,5.542327,8.636659
27183,Italy,ITA,2004,501.563232,72.217312,248.797516,154.661764,17.407936,2.646031,5.832673,8.668467
27184,Italy,ITA,2005,502.255442,71.264929,239.412268,165.659608,17.403219,2.557067,5.958352,8.629837
27185,Italy,ITA,2006,496.846732,70.786907,237.470807,162.584734,17.473865,2.591484,5.938934,8.503296
27186,Italy,ITA,2007,490.566288,70.675246,230.016244,163.512326,17.913986,2.52629,5.922195,8.346018
27187,Italy,ITA,2008,478.868679,68.138769,219.440504,167.141928,16.127209,2.596047,5.424222,8.085689
27188,Italy,ITA,2009,424.694439,52.387805,198.742114,154.034299,13.340683,2.231504,3.958034,7.130191
27189,Italy,ITA,2010,436.117437,58.218054,193.788095,164.346876,13.276015,2.376961,4.111436,7.290197
27190,Italy,ITA,2011,424.25627,65.439039,186.435386,153.000385,12.583285,2.615166,4.183009,7.067881
27191,Italy,ITA,2012,403.696912,66.958995,172.679658,147.713829,10.07146,2.527781,3.745189,6.707027
27192,Italy,ITA,2013,369.67972,57.781948,159.183247,137.700968,8.877183,2.701607,3.434768,6.129395
27193,Italy,ITA,2014,349.390357,55.837154,157.836392,121.589383,8.338587,2.501145,3.287696,5.792012
27194,Italy,ITA,2015,361.163177,53.062916,161.533251,132.756286,8.196151,2.574287,3.040286,5.996111
27195,Italy,ITA,2016,358.182542,48.558932,156.014581,140.791993,7.680499,2.188706,2.947833,5.95793
27196,Italy,ITA,2017,352.735387,42.039754,148.777563,148.758171,7.711494,2.351278,3.097127,5.878528
27197,Italy,ITA,2018,349.005042,39.424353,152.69847,143.671675,7.756716,2.295171,3.158657,5.828658
27198,Italy,ITA,2019,339.233207,30.657925,148.115767,146.75843,7.911519,2.756337,3.033228,5.679641
27199,Italy,ITA,2020,302.2786,22.269892,127.28358,140.800754,7.059192,2.112523,2.75266,5.080263
27200,Italy,ITA,2021,328.68732,23.999725,141.807282,150.955938,7.059192,2.112523,2.75266,5.548371
27714,Japan,JPN,1991,1169.777716,317.799425,673.006559,126.994406,40.346745,0.215134,11.415446,9.428065
27715,Japan,JPN,1992,1179.504316,312.155887,686.56529,128.434625,41.665791,0.208209,10.474514,9.478141
27716,Japan,JPN,1993,1172.487308,317.625427,672.018016,131.217458,41.224494,0.211632,10.190281,9.396468
27717,Japan,JPN,1994,1227.513532,325.33779,712.016299,137.66784,42.297116,0.231207,9.96328,9.810747
